full_text,lower_case,remove_slang,remove_elongation,emoji_to_text,tweet_tokens,stem,remove_stopwords,remove_stop_words_nltk
https://t.co/eBGvMOzDqU friends ada kabar baru nih! Mulai 1 Januari 2025 tarif PPN akan naik menjadi 12% sesuai aturan pemerintah Dengan adanya aturan baru maka hal tersebut juga akan berlaku ke semua layanan https://t.co/eBGvMOzDqU seperti : Paket berlangganan https://t.co/LOy0E39Zt8, friends ada kabar baru nih mulai 1 januari 2025 tarif ppn akan naik menjadi 12 sesuai aturan pemerintah dengan adanya aturan baru maka hal tersebut juga akan berlaku ke semua layanan  seperti  paket berlangganan , friends ada kabar baru nih mulai 1 januari 2025 tarif ppn akan naik menjadi 12 sesuai aturan pemerintah dengan adanya aturan baru maka hal tersebut juga akan berlaku ke semua layanan  seperti  paket berlangganan , friends ada kabar baru nih mulai 1 januari 2025 tarif ppn akan naik menjadi 12 sesuai aturan pemerintah dengan adanya aturan baru maka hal tersebut juga akan berlaku ke semua layanan  seperti  paket berlangganan , friends ada kabar baru nih mulai 1 januari 2025 tarif ppn akan naik menjadi 12 sesuai aturan pemerintah dengan adanya aturan baru maka hal tersebut juga akan berlaku ke semua layanan  seperti  paket berlangganan ,"['friends', 'ada', 'kabar', 'baru', 'nih', 'mulai', '1', 'januari', '2025', 'tarif', 'ppn', 'akan', 'naik', 'menjadi', '12', 'sesuai', 'aturan', 'pemerintah', 'dengan', 'adanya', 'aturan', 'baru', 'maka', 'hal', 'tersebut', 'juga', 'akan', 'berlaku', 'ke', 'semua', 'layanan', 'seperti', 'paket', 'berlangganan']","['friends', 'ada', 'kabar', 'baru', 'ini', 'mulai', '1', 'januari', '2025', 'tarif', 'ppn', 'akan', 'naik', 'jadi', '12', 'sesuai', 'atur', 'perin', 'dengan', 'ada', 'atur', 'baru', 'maka', 'hal', 'sebut', 'juga', 'akan', 'berlaku', 'ke', 'semua', 'layan', 'seperti', 'paket', 'langgan']","['friends', 'kabar', '1', 'januari', '2025', 'tarif', 'ppn', '12', 'sesuai', 'atur', 'perin', 'atur', 'berlaku', 'layan', 'paket', 'langgan']","['friends', 'kabar', '1', 'januari', '2025', 'tarif', 'ppn', '12', 'sesuai', 'atur', 'perin', 'atur', 'berlaku', 'layan', 'paket', 'langgan']"
Bookmail menutup 2024. Lagi-lagi menimbun tbr. Tapi nggak apa mari jajan buku sebelum PPN naik 12%. https://t.co/wRDQhWAoPX,bookmail menutup 2024 lagilagi menimbun tbr tapi nggak apa mari jajan buku sebelum ppn naik 12 ,bookmail menutup 2024 lagilagi menimbun tbr tapi enggak apa mari jajan buku sebelum ppn naik 12 ,bookmail menutup 2024 lagilagi menimbun tbr tapi enggak apa mari jajan buku sebelum ppn naik 12 ,bookmail menutup 2024 lagilagi menimbun tbr tapi enggak apa mari jajan buku sebelum ppn naik 12 ,"['bookmail', 'menutup', '2024', 'lagilagi', 'menimbun', 'tbr', 'tapi', 'enggak', 'apa', 'mari', 'jajan', 'buku', 'sebelum', 'ppn', 'naik', '12']","['bookmail', 'tutup', '2024', 'lagilagi', 'timbun', 'tbr', 'tapi', 'tidak', 'apa', 'mari', 'jajan', 'buku', 'belum', 'ppn', 'naik', '12']","['bookmail', 'tutup', '2024', 'lagilagi', 'timbun', 'tbr', 'mari', 'jajan', 'buku', 'ppn', '12']","['bookmail', 'tutup', '2024', 'lagilagi', 'timbun', 'tbr', 'mari', 'jajan', 'buku', 'ppn', '12']"
@sukardiyahya162 Trs anda setuju PPN naik 12% ??,@sukardiyahya162 trs anda setuju ppn naik 12 ,@sukardiyahya162 terus anda setuju ppn naik 12 ,@sukardiyahya162 terus anda setuju ppn naik 12 ,@sukardiyahya162 terus anda setuju ppn naik 12 ,"['terus', 'anda', 'setuju', 'ppn', 'naik', '12']","['terus', 'anda', 'tuju', 'ppn', 'naik', '12']","['tuju', 'ppn', '12']","['tuju', 'ppn', '12']"
@abu_waras PPN NAIK 12% JD tau Sekalinya Tugas presiden cuman satu: BIKIN RAKYAT MENDERITA. TITIK. no debat!,@abuwaras ppn naik 12 jd tau sekalinya tugas presiden cuman satu bikin rakyat menderita titik no debat,@abuwaras ppn naik 12 jadi tau sekalinya tugas presiden cuman satu bikin rakyat menderita titik no debat,@abuwaras ppn naik 12 jadi tau sekalinya tugas presiden cuman satu bikin rakyat menderita titik no debat,@abuwaras ppn naik 12 jadi tau sekalinya tugas presiden cuman satu bikin rakyat menderita titik no debat,"['ppn', 'naik', '12', 'jadi', 'tau', 'sekalinya', 'tugas', 'presiden', 'cuman', 'satu', 'bikin', 'rakyat', 'menderita', 'titik', 'no', 'debat']","['ppn', 'naik', '12', 'jadi', 'tau', 'sekali', 'tugas', 'presiden', 'cuman', 'satu', 'bikin', 'rakyat', 'derita', 'titik', 'no', 'debat']","['ppn', '12', 'tau', 'tugas', 'presiden', 'cuman', 'bikin', 'rakyat', 'derita', 'titik', 'no', 'debat']","['ppn', '12', 'tugas', 'presiden', 'cuman', 'bikin', 'rakyat', 'derita', 'titik', 'no', 'debat']"
@HarryPattyRM00 @Beritasatu Cek dulu datanya ppn naik 12% ditargetkan utk org2 kaum diatas kyk elu2 yg protes itu mau enaknya aja. Yg patut di kritik adl penegakan hrs sesuai aturan utk brg2 sehari2 dll yg menyasar menengah kebawah yg harusnya GA BOLEH KENA,@harrypattyrm00 @beritasatu cek dulu datanya ppn naik 12 ditargetkan utk org2 kaum diatas kyk elu2 yg protes itu mau enaknya aja yg patut di kritik adl penegakan hrs sesuai aturan utk brg2 sehari2 dll yg menyasar menengah kebawah yg harusnya ga boleh kena,@harrypattyrm00 @beritasatu cek dulu datanya ppn naik 12 ditargetkan untuk orang-orang kaum diatas kayak elu2 yang protes itu mau enaknya saja yang patut di kritik adalah penegakan harus sesuai aturan untuk brg2 sehari2 dll yang menyasar menengah kebawah yang harusnya enggak boleh kena,@harrypattyrm00 @beritasatu cek dulu datanya ppn naik 12 ditargetkan untuk orang-orang kaum diatas kayak elu2 yang protes itu mau enaknya saja yang patut di kritik adalah penegakan harus sesuai aturan untuk brg2 sehari2 dl yang menyasar menengah kebawah yang harusnya enggak boleh kena,@harrypattyrm00 @beritasatu cek dulu datanya ppn naik 12 ditargetkan untuk orang-orang kaum diatas kayak elu2 yang protes itu mau enaknya saja yang patut di kritik adalah penegakan harus sesuai aturan untuk brg2 sehari2 dl yang menyasar menengah kebawah yang harusnya enggak boleh kena,"['cek', 'dulu', 'datanya', 'ppn', 'naik', '12', 'ditargetkan', 'untuk', 'orang-orang', 'kaum', 'diatas', 'kayak', 'elu', '2', 'yang', 'protes', 'itu', 'mau', 'enaknya', 'saja', 'yang', 'patut', 'di', 'kritik', 'adalah', 'penegakan', 'harus', 'sesuai', 'aturan', 'untuk', 'brg', '2', 'sehari', '2', 'dl', 'yang', 'menyasar', 'menengah', 'kebawah', 'yang', 'harusnya', 'enggak', 'boleh', 'kena']","['cek', 'dulu', 'data', 'ppn', 'naik', '12', 'target', 'untuk', 'orang-orang', 'kaum', 'atas', 'kayak', 'elu', '2', 'yang', 'protes', 'itu', 'mau', 'enak', 'saja', 'yang', 'patut', 'di', 'kritik', 'adalah', 'tega', 'harus', 'sesuai', 'atur', 'untuk', 'brg', '2', 'sehari', '2', 'dl', 'yang', 'sasar', 'tengah', 'bawah', 'yang', 'harus', 'tidak', 'boleh', 'kena']","['cek', 'data', 'ppn', '12', 'target', 'orang-orang', 'kaum', 'kayak', 'elu', '2', 'protes', 'enak', 'patut', 'kritik', 'tega', 'sesuai', 'atur', 'brg', '2', 'sehari', '2', 'dl', 'sasar', 'kena']","['cek', 'data', 'ppn', '12', 'target', 'orang-orang', 'kaum', 'kayak', 'elu', '2', 'protes', 'enak', 'patut', 'kritik', 'tega', 'sesuai', 'atur', 'brg', '2', 'sehari', '2', 'dl', 'sasar', 'kena']"
Infonya melenceng. Sama seperti info kl PPN naik 12%.,infonya melenceng sama seperti info kl ppn naik 12,infonya melenceng sama seperti info kalo ppn naik 12,infonya melenceng sama seperti info kalo ppn naik 12,infonya melenceng sama seperti info kalo ppn naik 12,"['infonya', 'melenceng', 'sama', 'seperti', 'info', 'kalo', 'ppn', 'naik', '12']","['info', 'lenceng', 'sama', 'seperti', 'info', 'kalau', 'ppn', 'naik', '12']","['info', 'lenceng', 'info', 'ppn', '12']","['info', 'lenceng', 'info', 'ppn', '12']"
@Rigensih Trus abis naik kereta beli makanan di @KAI121 ... hg nya mak tuing melejit keatas.. krn ppn 12% ... wakakaka sama aja. Atau beli makan di peron bawa naik ke gerbong.. sama aja tuing 12%... samaaaaa samaaaaaa,@rigensih trus abis naik kereta beli makanan di @kai121  hg nya mak tuing melejit keatas krn ppn 12  wakakaka sama aja atau beli makan di peron bawa naik ke gerbong sama aja tuing 12 samaaaaa samaaaaaa,@rigensih terus habis naik kereta beli makanan di @kai121  hg nya mak tuing melejit keatas karena ppn 12  wakakaka sama saja atau beli makan di peron bawa naik ke gerbong sama saja tuing 12 samaaaaa samaaaaaa,@rigensih terus habis naik kereta beli makanan di @kai121  hg nya mak tuing melejit keatas karena ppn 12  wakakaka sama saja atau beli makan di peron bawa naik ke gerbong sama saja tuing 12 sama sama,@rigensih terus habis naik kereta beli makanan di @kai121  hg nya mak tuing melejit keatas karena ppn 12  wakakaka sama saja atau beli makan di peron bawa naik ke gerbong sama saja tuing 12 sama sama,"['terus', 'habis', 'naik', 'kereta', 'beli', 'makanan', 'di', 'hg', 'nya', 'mak', 'tuing', 'melejit', 'keatas', 'karena', 'ppn', '12', 'wakakaka', 'sama', 'saja', 'atau', 'beli', 'makan', 'di', 'peron', 'bawa', 'naik', 'ke', 'gerbong', 'sama', 'saja', 'tuing', '12', 'sama', 'sama']","['terus', 'habis', 'naik', 'kereta', 'beli', 'makan', 'di', 'hg', 'nya', 'mak', 'tuing', 'lejit', 'atas', 'karena', 'ppn', '12', 'wakakaka', 'sama', 'saja', 'atau', 'beli', 'makan', 'di', 'peron', 'bawa', 'naik', 'ke', 'gerbong', 'sama', 'saja', 'tuing', '12', 'sama', 'sama']","['habis', 'kereta', 'beli', 'makan', 'hg', 'nya', 'mak', 'tuing', 'lejit', 'ppn', '12', 'wakakaka', 'beli', 'makan', 'peron', 'bawa', 'gerbong', 'tuing', '12']","['habis', 'kereta', 'beli', 'makan', 'hg', 'mak', 'tuing', 'lejit', 'ppn', '12', 'wakakaka', 'beli', 'makan', 'peron', 'bawa', 'gerbong', 'tuing', '12']"
@Opposisi6890 pantesan mau naik ppn 12% orang miskin nya aja kaya' gini #TolakKenaikanPPN12Persen bgst,@opposisi6890 pantesan mau naik ppn 12 orang miskin nya aja kaya gini #tolakkenaikanppn12persen bgst,@opposisi6890 pantesan mau naik ppn 12 orang miskin nya saja kayak begini #tolakkenaikanppn12persen bgst,@opposisi6890 pantesan mau naik ppn 12 orang miskin nya saja kayak begini #tolakkenaikanppn12persen bgst,@opposisi6890 pantesan mau naik ppn 12 orang miskin nya saja kayak begini #tolakkenaikanppn12persen bgst,"['pantesan', 'mau', 'naik', 'ppn', '12', 'orang', 'miskin', 'nya', 'saja', 'kayak', 'begini', '#tolakkenaikanppn12persen', 'bgst']","['pantas', 'mau', 'naik', 'ppn', '12', 'orang', 'miskin', 'nya', 'saja', 'kayak', 'begini', '#tolakkenaikanppn12persen', 'bgst']","['ppn', '12', 'orang', 'miskin', 'nya', 'kayak', '#tolakkenaikanppn12persen', 'bgst']","['ppn', '12', 'orang', 'miskin', 'kayak', '#tolakkenaikanppn12persen', 'bgst']"
Ppn naik 12% barang dan jasa naik masing2 sampai 25%. Yg transaksinya g pakai pajak pun ikut2an naik haha ,ppn naik 12 barang dan jasa naik masing2 sampai 25 yg transaksinya g pakai pajak pun ikut2an naik haha ,ppn naik 12 barang dan jasa naik masing-masing sampai 25 yang transaksinya enggak pakai pajak pun ikut-ikutan naik haha ,ppn naik 12 barang dan jasa naik masing-masing sampai 25 yang transaksinya enggak pakai pajak pun ikut-ikutan naik haha ,ppn naik 12 barang dan jasa naik masing-masing sampai 25 yang transaksinya enggak pakai pajak pun ikut-ikutan naik haha ,"['ppn', 'naik', '12', 'barang', 'dan', 'jasa', 'naik', 'masing-masing', 'sampai', '25', 'yang', 'transaksinya', 'enggak', 'pakai', 'pajak', 'pun', 'ikut-ikutan', 'naik', 'haha']","['ppn', 'naik', '12', 'barang', 'dan', 'jasa', 'naik', 'masing-masing', 'sampai', '25', 'yang', 'transaksi', 'tidak', 'pakai', 'pajak', 'pun', 'ikut-ikutan', 'naik', 'haha']","['ppn', '12', 'barang', 'jasa', '-', '25', 'transaksi', 'pakai', 'pajak', '-ikutan', 'haha']","['ppn', '12', 'barang', 'jasa', '-', '25', 'transaksi', 'pakai', 'pajak', '-ikutan', 'haha']"
Polemik PPN Naik Jadi 12 Persen: Ada Petisi Ditandatangani 199 Ribu Orang https://t.co/bl5TIDDufJ,polemik ppn naik jadi 12 persen ada petisi ditandatangani 199 ribu orang ,polemik ppn naik jadi 12 persen ada petisi ditandatangani 199 ribu orang ,polemik ppn naik jadi 12 persen ada petisi ditandatangani 199 ribu orang ,polemik ppn naik jadi 12 persen ada petisi ditandatangani 199 ribu orang ,"['polemik', 'ppn', 'naik', 'jadi', '12', 'persen', 'ada', 'petisi', 'ditandatangani', '199', 'ribu', 'orang']","['polemik', 'ppn', 'naik', 'jadi', '12', 'persen', 'ada', 'petisi', 'ditandatangani', '199', 'ribu', 'orang']","['polemik', 'ppn', '12', 'persen', 'petisi', 'ditandatangani', '199', 'ribu', 'orang']","['polemik', 'ppn', '12', 'persen', 'petisi', 'ditandatangani', '199', 'ribu', 'orang']"
@Epricila10 Setingan 1. Ex presiden ada protokol utk bertamu wajib ada bodyguard gak sembarangan bisa foto+video gak mungkin buka pagar sendiri 2. Jokowi lah yg bikin UU PPN 12% Semua u pencitraan jokowi Ingatttt PPN naik 12% itu fakta kalian mau dihibur dgn sampah kek gini?,@epricila10 setingan 1 ex presiden ada protokol utk bertamu wajib ada bodyguard gak sembarangan bisa fotovideo gak mungkin buka pagar sendiri 2 jokowi lah yg bikin uu ppn 12 semua u pencitraan jokowi ingatttt ppn naik 12 itu fakta kalian mau dihibur dgn sampah kek gini,@epricila10 setingan 1 ex presiden ada protokol untuk bertamu wajib ada bodyguard enggak sembarangan bisa fotovideo enggak mungkin buka pagar sendiri 2 jokowi lah yang bikin uu ppn 12 semua lu pencitraan jokowi ingatttt ppn naik 12 itu fakta kalian mau dihibur dengan sampah kayak begini,@epricila10 setingan 1 ex presiden ada protokol untuk bertamu wajib ada bodyguard enggak sembarangan bisa fotovideo enggak mungkin buka pagar sendiri 2 jokowi lah yang bikin u ppn 12 semua lu pencitraan jokowi ingat ppn naik 12 itu fakta kalian mau dihibur dengan sampah kayak begini,@epricila10 setingan 1 ex presiden ada protokol untuk bertamu wajib ada bodyguard enggak sembarangan bisa fotovideo enggak mungkin buka pagar sendiri 2 jokowi lah yang bikin u ppn 12 semua lu pencitraan jokowi ingat ppn naik 12 itu fakta kalian mau dihibur dengan sampah kayak begini,"['setingan', '1', 'ex', 'presiden', 'ada', 'protokol', 'untuk', 'bertamu', 'wajib', 'ada', 'bodyguard', 'enggak', 'sembarangan', 'bisa', 'fotovideo', 'enggak', 'mungkin', 'buka', 'pagar', 'sendiri', '2', 'jokowi', 'lah', 'yang', 'bikin', 'u', 'ppn', '12', 'semua', 'lu', 'pencitraan', 'jokowi', 'ingat', 'ppn', 'naik', '12', 'itu', 'fakta', 'kalian', 'mau', 'dihibur', 'dengan', 'sampah', 'kayak', 'begini']","['ting', '1', 'ex', 'presiden', 'ada', 'protokol', 'untuk', 'bertamu', 'wajib', 'ada', 'bodyguard', 'tidak', 'sembarang', 'bisa', 'fotovideo', 'tidak', 'mungkin', 'buka', 'pagar', 'sendiri', '2', 'jokowi', 'lah', 'yang', 'bikin', 'u', 'ppn', '12', 'semua', 'lu', 'citra', 'jokow', 'ingat', 'ppn', 'naik', '12', 'itu', 'fakta', 'kalian', 'mau', 'hibur', 'dengan', 'sampah', 'kayak', 'begini']","['ting', '1', 'ex', 'presiden', 'protokol', 'bertamu', 'wajib', 'bodyguard', 'sembarang', 'fotovideo', 'buka', 'pagar', '2', 'jokowi', 'bikin', 'u', 'ppn', '12', 'lu', 'citra', 'jokow', 'ppn', '12', 'fakta', 'hibur', 'sampah', 'kayak']","['ting', '1', 'ex', 'presiden', 'protokol', 'bertamu', 'wajib', 'bodyguard', 'sembarang', 'fotovideo', 'buka', 'pagar', '2', 'jokowi', 'bikin', 'u', 'ppn', '12', 'citra', 'jokow', 'ppn', '12', 'fakta', 'hibur', 'sampah', 'kayak']"
JADI ANI ANI BOS WKWKWKWK GUE KESELEK sebuah character development ya by apalagi tahun depan ppn naik 12% oikawa harus punya safety net (rekening dan asset pak bos),jadi ani ani bos wkwkwkwk gue keselek sebuah character development ya by apalagi tahun depan ppn naik 12 oikawa harus punya safety net rekening dan asset pak bos,jadi ani ani bos wkwkwkwk gue keselek sebuah character development ya by apalagi tahun depan ppn naik 12 oikawa harus punya safety net rekening dan asset pak bos,jadi ani ani bos wkwkwkwk gue keselek sebuah character development ya by apalagi tahun depan ppn naik 12 oikawa harus punya safety net rekening dan asset pak bos,jadi ani ani bos wkwkwkwk gue keselek sebuah character development ya by apalagi tahun depan ppn naik 12 oikawa harus punya safety net rekening dan asset pak bos,"['jadi', 'ani', 'ani', 'bos', 'wkwkwkwk', 'gue', 'keselek', 'sebuah', 'character', 'development', 'ya', 'by', 'apalagi', 'tahun', 'depan', 'ppn', 'naik', '12', 'oikawa', 'harus', 'punya', 'safety', 'net', 'rekening', 'dan', 'asset', 'pak', 'bos']","['jadi', 'ani', 'ani', 'bos', 'wkwkwkwk', 'gue', 'selak', 'buah', 'character', 'development', 'iya', 'by', 'apalagi', 'tahun', 'depan', 'ppn', 'naik', '12', 'oikawa', 'harus', 'punya', 'safety', 'net', 'rekening', 'dan', 'asset', 'pak', 'bos']","['ani', 'ani', 'bos', 'gue', 'selak', 'buah', 'character', 'development', 'iya', 'by', 'ppn', '12', 'oikawa', 'safety', 'net', 'rekening', 'asset', 'bos']","['ani', 'ani', 'bos', 'selak', 'buah', 'character', 'development', 'by', 'ppn', '12', 'oikawa', 'safety', 'net', 'rekening', 'asset', 'bos']"
PPN beneran naik niih 12% resmi kah hah jdi pgen keluar langganan apapun itu baik internet ataupun yg lain jdi makin mahal.. Blom dapet kerjaan lagii padahal syediiihh,ppn beneran naik niih 12 resmi kah hah jdi pgen keluar langganan apapun itu baik internet ataupun yg lain jdi makin mahal blom dapet kerjaan lagii padahal syediiihh,ppn benaran naik nih 12 resmi kah hah jadi pengin keluar langganan apapun itu baik internet ataupun yang lain jadi makin mahal belum dapat pekerjaan lagi padahal syediiihh,ppn benaran naik nih 12 resmi kah hah jadi pengin keluar langganan apapun itu baik internet ataupun yang lain jadi makin mahal belum dapat pekerjaan lagi padahal syediiih,ppn benaran naik nih 12 resmi kah hah jadi pengin keluar langganan apapun itu baik internet ataupun yang lain jadi makin mahal belum dapat pekerjaan lagi padahal syediiih,"['ppn', 'benaran', 'naik', 'nih', '12', 'resmi', 'kah', 'hah', 'jadi', 'pengin', 'keluar', 'langganan', 'apapun', 'itu', 'baik', 'internet', 'ataupun', 'yang', 'lain', 'jadi', 'makin', 'mahal', 'belum', 'dapat', 'pekerjaan', 'lagi', 'padahal', 'syediiih']","['ppn', 'benar', 'naik', 'ini', '12', 'resmi', 'kah', 'hah', 'jadi', 'pengin', 'keluar', 'langgan', 'apa', 'itu', 'baik', 'internat', 'atau', 'yang', 'lain', 'jadi', 'makin', 'mahal', 'belum', 'dapat', 'pekerjaan', 'lagi', 'padahal', 'syediiih']","['ppn', '12', 'resmi', 'kah', 'hah', 'pengin', 'langgan', 'internat', 'mahal', 'pekerjaan', 'syediiih']","['ppn', '12', 'resmi', 'hah', 'pengin', 'langgan', 'internat', 'mahal', 'pekerjaan', 'syediiih']"
@tekarok007 Wkwkw buzer mukidi playing victim lagi ga ada yang nolak pendukung Ganjar malah seneng.pendukung Ganjar orang demokrasi bukan kaya loe.pasukan bansos bodo2 rakyat Dena bansos ujung2 naik PPN 12% wkwkwkwk gara capres loe bagiin bansos dengan uang negara.karena anknya yalon wkwkwk,@tekarok007 wkwkw buzer mukidi playing victim lagi ga ada yang nolak pendukung ganjar malah senengpendukung ganjar orang demokrasi bukan kaya loepasukan bansos bodo2 rakyat dena bansos ujung2 naik ppn 12 wkwkwkwk gara capres loe bagiin bansos dengan uang negarakarena anknya yalon wkwkwk,@tekarok007 wkwkw buzer mukidi playing victim lagi enggak ada yang nolak pendukung ganjar malah senengpendukung ganjar orang demokrasi bukan kayak loepasukan bansos bodo2 rakyat dena bansos ujung-ujung naik ppn 12 wkwkwkwk gara capres lo membagikan bansos dengan uang negarakarena anaknya yalon wkwkwk,@tekarok007 wkwkw buzer mukidi playing victim lagi enggak ada yang nolak pendukung ganjar malah senengpendukung ganjar orang demokrasi bukan kayak loepasukan bansos bodo2 rakyat dena bansos ujung-ujung naik ppn 12 wkwkwkwk gara capres lo membagikan bansos dengan uang negarakarena anaknya yalon wkwkwk,@tekarok007 wkwkw buzer mukidi playing victim lagi enggak ada yang nolak pendukung ganjar malah senengpendukung ganjar orang demokrasi bukan kayak loepasukan bansos bodo2 rakyat dena bansos ujung-ujung naik ppn 12 wkwkwkwk gara capres lo membagikan bansos dengan uang negarakarena anaknya yalon wkwkwk,"['wkwkw', 'buzer', 'mukidi', 'playing', 'victim', 'lagi', 'enggak', 'ada', 'yang', 'nolak', 'pendukung', 'ganjar', 'malah', 'senengpendukung', 'ganjar', 'orang', 'demokrasi', 'bukan', 'kayak', 'loepasukan', 'bansos', 'bodo', '2', 'rakyat', 'dena', 'bansos', 'ujung-ujung', 'naik', 'ppn', '12', 'wkwkwkwk', 'gara', 'capres', 'lo', 'membagikan', 'bansos', 'dengan', 'uang', 'negarakarena', 'anaknya', 'yalon', 'wkwkwk']","['wkwkw', 'buzer', 'mukidi', 'playing', 'victim', 'lagi', 'tidak', 'ada', 'yang', 'tolak', 'dukung', 'ganjar', 'malah', 'senengpendukung', 'ganjar', 'orang', 'demokrasi', 'bukan', 'kayak', 'loepasukan', 'bansos', 'bodo', '2', 'rakyat', 'dena', 'bansos', 'ujung-ujung', 'naik', 'ppn', '12', 'wkwkwkwk', 'gara', 'capres', 'lo', 'bagi', 'bansos', 'dengan', 'uang', 'negarakarena', 'anak', 'yalon', 'wkwkwk']","['buzer', 'mukidi', 'playing', 'victim', 'tolak', 'dukung', 'ganjar', 'senengpendukung', 'ganjar', 'orang', 'demokrasi', 'kayak', 'loepasukan', 'bansos', 'bodo', '2', 'rakyat', 'dena', 'bansos', 'ujung-ujung', 'ppn', '12', 'gara', 'capres', 'lo', 'bansos', 'uang', 'negarakarena', 'anak', 'yalon']","['buzer', 'mukidi', 'playing', 'victim', 'tolak', 'dukung', 'ganjar', 'senengpendukung', 'ganjar', 'orang', 'demokrasi', 'kayak', 'loepasukan', 'bansos', 'bodo', '2', 'rakyat', 'dena', 'bansos', 'ujung-ujung', 'ppn', '12', 'gara', 'capres', 'bansos', 'uang', 'negarakarena', 'anak', 'yalon']"
@Maimunrifqi @davidnurbianto Pasti saat ini lagi nonton cucunya Harmoko ngasih keterangan di TV kenapa PPN naik jadi 12%.,@maimunrifqi @davidnurbianto pasti saat ini lagi nonton cucunya harmoko ngasih keterangan di tv kenapa ppn naik jadi 12,@maimunrifqi @davidnurbianto pasti saat ini lagi menonton cucunya harmoko mengasih keterangan di tv kenapa ppn naik jadi 12,@maimunrifqi @davidnurbianto pasti saat ini lagi menonton cucunya harmoko mengasih keterangan di tv kenapa ppn naik jadi 12,@maimunrifqi @davidnurbianto pasti saat ini lagi menonton cucunya harmoko mengasih keterangan di tv kenapa ppn naik jadi 12,"['pasti', 'saat', 'ini', 'lagi', 'menonton', 'cucunya', 'harmoko', 'mengasih', 'keterangan', 'di', 'tv', 'kenapa', 'ppn', 'naik', 'jadi', '12']","['pasti', 'saat', 'ini', 'lagi', 'tonton', 'cucu', 'harmoko', 'asih', 'terang', 'di', 'tv', 'kenapa', 'ppn', 'naik', 'jadi', '12']","['tonton', 'cucu', 'harmoko', 'asih', 'terang', 'tv', 'ppn', '12']","['tonton', 'cucu', 'harmoko', 'asih', 'terang', 'tv', 'ppn', '12']"
Pengen marah² sama para 02 mecekik bgt kebijkan skrng. PPN naik 12% BPJS makin dibatasi dan pengadilan kasus korupsi ga masuk akal. Mamam tuh makan gratis yg ga keliatan sampe skrg!!! https://t.co/56g45Gs4uo,pengen marah² sama para 02 mecekik bgt kebijkan skrng ppn naik 12 bpjs makin dibatasi dan pengadilan kasus korupsi ga masuk akal mamam tuh makan gratis yg ga keliatan sampe skrg ,pengin marah² sama para 02 mecekik banget kebijkan sekarang ppn naik 12 bpjs makin dibatasi dan pengadilan kasus korupsi enggak masuk akal mamam tuh makan gratis yang enggak kelihatan sampai sekarang ,pengin marah² sama para 02 mecekik banget kebijkan sekarang ppn naik 12 bpjs makin dibatasi dan pengadilan kasus korupsi enggak masuk akal mamam tuh makan gratis yang enggak kelihatan sampai sekarang ,pengin marah² sama para 02 mecekik banget kebijkan sekarang ppn naik 12 bpjs makin dibatasi dan pengadilan kasus korupsi enggak masuk akal mamam tuh makan gratis yang enggak kelihatan sampai sekarang ,"['pengin', 'marah', '²', 'sama', 'para', '02', 'mecekik', 'banget', 'kebijkan', 'sekarang', 'ppn', 'naik', '12', 'bpjs', 'makin', 'dibatasi', 'dan', 'pengadilan', 'kasus', 'korupsi', 'enggak', 'masuk', 'akal', 'mamam', 'tuh', 'makan', 'gratis', 'yang', 'enggak', 'kelihatan', 'sampai', 'sekarang']","['pengin', 'marah', '²', 'sama', 'para', '02', 'mecekik', 'banget', 'kebijkan', 'sekarang', 'ppn', 'naik', '12', 'bpjs', 'makin', 'batas', 'dan', 'adil', 'kasus', 'korupsi', 'tidak', 'masuk', 'akal', 'mamam', 'itu', 'makan', 'gratis', 'yang', 'tidak', 'lihat', 'sampai', 'sekarang']","['pengin', 'marah', '²', '02', 'mecekik', 'banget', 'kebijkan', 'ppn', '12', 'bpjs', 'batas', 'adil', 'korupsi', 'masuk', 'akal', 'mamam', 'makan', 'gratis', 'lihat']","['pengin', 'marah', '²', '02', 'mecekik', 'banget', 'kebijkan', 'ppn', '12', 'bpjs', 'batas', 'adil', 'korupsi', 'masuk', 'akal', 'mamam', 'makan', 'gratis', 'lihat']"
